CustomerID,r_sca,f_sca,m_sca,prediction,RFMScore
16499,0.9651474530831099,0.016194331983805668,0.016233647130586677,1,423
17061,0.19571045576407506,0.044534412955465584,0.03313789207110592,0,311
17111,0.1260053619302949,0.0,0.0159852475529611,0,244
17135,0.04289544235924933,0.024291497975708502,0.019125463634869184,0,112
17201,0.14209115281501342,0.0,0.016316564453065466,0,343
17647,0.1742627345844504,0.0,0.01557806112659375,0,344
17757,0.002680965147453083,0.1214574898785425,0.03479186888702787,0,111
12402,0.8659517426273459,0.0,0.015904162657498423,1,444
12422,0.2546916890080429,0.008097165991902834,0.01794083480793786,2,332
12472,0.08042895442359249,0.048582995951417005,0.03706122402953167,0,211
13035,0.15281501340482573,0.008097165991902834,0.018233565023760764,0,332
13527,0.08847184986595175,0.02834008097165992,0.023086430825087264,0,211
13764,0.1876675603217158,0.008097165991902834,0.020471698429028604,0,332
14267,0.40214477211796246,0.024291497975708502,0.019616554075185536,2,412
14329,0.021447721179624665,0.05263157894736842,0.03247754880466733,0,111
14626,0.021447721179624665,0.024291497975708502,0.02482480500069333,0,111
14779,0.7506702412868632,0.008097165991902834,0.016469924498721086,1,433
15198,0.24664879356568364,0.004048582995951417,0.015791538873970074,0,334
15569,0.2761394101876676,0.016194331983805668,0.019957033110370427,2,322
15709,0.7587131367292225,0.0,0.015578730667234248,1,444
16145,0.021447721179624665,0.06882591093117409,0.028295527486140948,0,111
16754,0.9973190348525469,0.0,0.022165424815607626,1,441
17205,0.14209115281501342,0.0,0.016462630029637743,0,343
17454,0.514745308310992,0.012145748987854251,0.016932894232136432,2,423
12390,0.21179624664879357,0.0,0.017046751380002546,0,343
12873,0.7560321715817694,0.0,0.016427109136710156,1,443
13447,0.06166219839142091,0.012145748987854251,0.019000365252038885,0,222
13656,0.43967828418230565,0.004048582995951417,0.016447019161019764,2,433
14352,0.42091152815013405,0.012145748987854251,0.018911316346852357,2,422
14438,0.8203753351206434,0.0,0.015573973404788588,1,444
14496,0.8337801608579088,0.004048582995951417,0.01700788278387246,1,433
14639,0.13941018766756033,0.02834008097165992,0.025512916584222133,0,311
15274,0.010723860589812333,0.004048582995951417,0.017634290911532007,0,132
15312,0.20107238605898123,0.016194331983805668,0.01835503379153993,0,322
15374,0.34316353887399464,0.0,0.015701186126483625,2,344
15652,0.24396782841823056,0.0,0.016299332591317852,0,343
15799,0.20107238605898123,0.008097165991902834,0.018224790517472104,0,332
15992,0.00804289544235925,0.0,0.015257139725907679,0,144
16007,0.1260053619302949,0.012145748987854251,0.02110663439010926,0,221
16276,0.4718498659517426,0.0,0.017965643050617448,2,442
16828,0.24932975871313673,0.004048582995951417,0.015561992151221744,2,334
17022,0.08310991957104558,0.0,0.015359368010017737,0,244
17334,0.806970509383378,0.008097165991902834,0.016189598404237983,1,433
18233,0.871313672922252,0.0,0.016659686411831274,1,443
12881,0.7372654155495979,0.0,0.016159292880510077,1,443
12920,0.045576407506702415,0.0,0.015687901030616857,0,244
13226,0.7319034852546917,0.0,0.01549049225861254,1,444
13317,0.17158176943699732,0.032388663967611336,0.022650559868121638,0,311
13533,0.4879356568364611,0.008097165991902834,0.016063407612994234,2,434
13596,0.013404825737265416,0.004048582995951417,0.017565469181484803,0,132
13695,0.08310991957104558,0.05668016194331984,0.02393347021328217,0,211
13732,0.07506702412868632,0.0,0.016842435767706748,0,243
13787,0.20107238605898123,0.004048582995951417,0.016198196715621244,0,333
13798,0.002680965147453083,0.25101214574898784,0.14320787140168154,0,111
13924,0.002680965147453083,0.04048582995951417,0.021036649773686453,0,111
14005,0.024128686327077747,0.016194331983805668,0.025239391613087265,0,121
14304,0.5951742627345844,0.004048582995951417,0.015803731561423395,2,434
14450,0.48257372654155495,0.008097165991902834,0.01681209500499777,2,433
14676,0.08310991957104558,0.02834008097165992,0.024071289868281973,0,211
14883,0.04825737265415549,0.024291497975708502,0.017775493508715393,0,212
14972,0.34316353887399464,0.0,0.015513609030200336,2,344
15019,0.7131367292225201,0.0,0.016046528141057413,1,444
15147,0.5844504021447721,0.004048582995951417,0.017253991827727896,2,433
15327,0.13941018766756033,0.0,0.01584478497438038,0,344
15521,0.09651474530831099,0.048582995951417005,0.02418197550785098,0,211
15773,0.013404825737265416,0.0,0.01734924279358432,0,143
15965,0.045576407506702415,0.012145748987854251,0.018089120440318116,0,222
16048,0.22788203753351208,0.008097165991902834,0.015967909974270257,0,334
16361,0.024128686327077747,0.012145748987854251,0.018268909721782956,0,122
16596,0.040214477211796246,0.004048582995951417,0.01599067435604726,0,134
17033,0.23056300268096513,0.008097165991902834,0.018739279641224887,0,332
17100,0.04825737265415549,0.004048582995951417,0.018533483991723772,0,232
17303,0.967828418230563,0.0,0.015990286727255394,1,444
17668,0.002680965147453083,0.004048582995951417,0.01633460681137789,0,133
17871,0.546916890080429,0.0,0.015658546959378086,2,444
17986,0.15013404825737264,0.0,0.015182468325001369,0,344
12596,0.13672922252010725,0.004048582995951417,0.017287891727525852,0,333
12697,0.05630026809651475,0.016194331983805668,0.01841818204563342,0,222
12970,0.01876675603217158,0.012145748987854251,0.01670281892467192,0,123
13058,0.064343163538874,0.008097165991902834,0.016065557190840046,0,234
13166,0.7560321715817694,0.004048582995951417,0.016570531789701512,1,433
13242,0.3002680965147453,0.008097165991902834,0.01606203329273215,2,334
13487,0.15281501340482573,0.008097165991902834,0.017136822215640363,0,333
13551,0.8552278820375335,0.0,0.01543266509066197,1,444
13871,0.058981233243967826,0.05263157894736842,0.037626175374189524,0,211
13882,0.005361930294906166,0.020242914979757085,0.019095686695857463,0,112
14116,0.05093833780160858,0.016194331983805668,0.019981806114068933,0,222
14124,0.225201072386059,0.0,0.016587728412468045,0,343
14158,0.10723860589812333,0.0,0.016898113357811502,0,243
14353,0.5764075067024129,0.0,0.015428436412932496,2,444
14415,0.002680965147453083,0.06882591093117409,0.035588516532279874,0,111
14442,0.002680965147453083,0.016194331983805668,0.0205522547397751,0,122
14573,0.47989276139410186,0.048582995951417005,0.02076051711795174,2,412
14794,0.005361930294906166,0.032388663967611336,0.019591957266392422,0,112
15185,0.1876675603217158,0.0,0.016203764474631722,0,343
15315,0.17158176943699732,0.008097165991902834,0.01705274200678597,0,333
15571,0.029490616621983913,0.012145748987854251,0.017401220290675784,0,122
15838,0.029490616621983913,0.08097165991902834,0.13263385130524305,0,111
15993,0.021447721179624665,0.03643724696356275,0.024823924026166354,0,111
16404,0.1876675603217158,0.0,0.01667043430106036,0,343
16586,0.6648793565683646,0.0,0.01674408377151538,1,443
16940,0.13941018766756033,0.008097165991902834,0.025856637605666286,0,331
16948,0.3699731903485255,0.008097165991902834,0.016642137399253954,2,333
17107,0.08579088471849866,0.024291497975708502,0.05168874888050162,0,211
17197,0.0777479892761394,0.0,0.01867891526663663,0,242
17984,0.38873994638069703,0.0,0.015647200007470663,2,444
18270,0.10187667560321716,0.008097165991902834,0.01595120669723883,0,234
12683,0.010723860589812333,0.07692307692307693,0.04407945474019797,0,111
12809,0.450402144772118,0.004048582995951417,0.01681600653189753,2,433
12878,0.04825737265415549,0.008097165991902834,0.018075024847886534,0,232
13351,0.1769436997319035,0.0,0.01642689770282368,0,343
13521,0.002680965147453083,0.008097165991902834,0.01896308241005735,0,132
13845,0.17158176943699732,0.0,0.016212080874166358,0,343
13926,0.06166219839142091,0.0,0.015897995835809607,0,244
13960,0.05630026809651475,0.004048582995951417,0.0159204430667569,0,234
14152,0.20107238605898123,0.008097165991902834,0.017262590139111165,0,333
14232,0.08310991957104558,0.02834008097165992,0.02231177230402854,0,211
14284,0.08042895442359249,0.008097165991902834,0.017147570104869444,0,233
14443,0.14209115281501342,0.024291497975708502,0.02004572962574616,0,312
14578,0.00804289544235925,0.0,0.0157034061822916,0,144
14825,0.00804289544235925,0.044534412955465584,0.022956575179811305,0,111
15579,0.18230563002680966,0.004048582995951417,0.016337602124769604,0,333
16127,0.10455764075067024,0.0,0.017421729377663734,0,242
16243,0.08847184986595175,0.004048582995951417,0.0165507979602973,0,233
17094,0.8525469168900804,0.004048582995951417,0.016061328513110575,1,434
17179,0.4772117962466488,0.008097165991902834,0.017617446678576267,2,432
17219,0.08310991957104558,0.0,0.015511706125222069,0,244
17667,0.1769436997319035,0.016194331983805668,0.02235257904411797,0,321
17802,0.21983914209115282,0.012145748987854251,0.01952052785174538,0,322
17930,0.0938337801608579,0.016194331983805668,0.021242445423187567,0,221
17949,0.002680965147453083,0.20647773279352227,0.20099775651026958,0,111
18093,0.24932975871313673,0.016194331983805668,0.02245093104030934,2,321
18096,0.029490616621983913,0.008097165991902834,0.018319971005366364,0,132
18192,0.1903485254691689,0.0,0.018484959914778047,0,342
18221,0.058981233243967826,0.020242914979757085,0.018750450398226915,0,212
18274,0.045576407506702415,0.004048582995951417,0.015109171244357136,0,234
12559,0.8310991957104558,0.008097165991902834,0.01699872064879193,1,433
12863,0.13941018766756033,0.004048582995951417,0.016885920670358184,0,333
13207,0.040214477211796246,0.004048582995951417,0.015991061984839135,0,134
13230,0.010723860589812333,0.05668016194331984,0.024847146514697382,0,111
13859,0.8739946380697051,0.0,0.01581803858774145,1,444
14851,0.06166219839142091,0.004048582995951417,0.01691111654182964,0,233
15424,0.6809651474530831,0.004048582995951417,0.016460022345037902,1,433
15552,0.5817694369973191,0.0,0.015426744941840704,2,444
15692,0.07506702412868632,0.0,0.015782376738889544,0,244
16063,0.6970509383378016,0.0,0.016290804757896744,1,443
16511,0.05630026809651475,0.008097165991902834,0.01845779066036617,0,232
16591,0.18230563002680966,0.0,0.015861523490392885,0,344
16644,0.4745308310991957,0.004048582995951417,0.01804732700875847,2,432
17198,0.06166219839142091,0.008097165991902834,0.01754848399260475,0,232
17333,0.22788203753351208,0.0,0.01685085788418462,0,343
17502,0.024128686327077747,0.012145748987854251,0.01753748943050811,0,122
17919,0.2359249329758713,0.0,0.019704475332977537,0,342
12448,0.11796246648793565,0.0,0.01669298724895089,0,243
12558,0.002680965147453083,0.004048582995951417,0.015109171244357136,0,134
12929,0.32707774798927614,0.004048582995951417,0.015479532935496984,2,334
12952,0.013404825737265416,0.016194331983805668,0.019982158503879723,0,122
13075,0.34584450402144773,0.0,0.018349783183359163,2,342
13091,0.05630026809651475,0.004048582995951417,0.01623618433722436,0,233
13185,0.7158176943699732,0.0,0.015360777569260894,1,444
13391,0.5442359249329759,0.0,0.015319900351209304,2,444
13802,0.3699731903485255,0.020242914979757085,0.02887446870628714,2,311
14297,0.045576407506702415,0.020242914979757085,0.01963406784878178,0,212
14804,0.021447721179624665,0.0,0.016354058728933474,0,143
16372,0.08847184986595175,0.004048582995951417,0.016405719075195228,0,233
16710,0.05093833780160858,0.03643724696356275,0.023859151202186648,0,211
16813,0.021447721179624665,0.03643724696356275,0.02107506026306252,0,111
17314,0.064343163538874,0.04048582995951417,0.023970929250169103,0,211
17458,0.040214477211796246,0.0,0.016224484995506147,0,143
17866,0.3806970509383378,0.004048582995951417,0.01625690485809879,2,333
17898,0.22788203753351208,0.004048582995951417,0.01564501519064377,0,334
17969,0.4450402144772118,0.004048582995951417,0.01591332479257895,2,434
12795,0.04825737265415549,0.0,0.01662613890184411,0,243
12882,0.024128686327077747,0.004048582995951417,0.020264775132132963,0,132
12891,0.4959785522788204,0.008097165991902834,0.016275581518070636,2,433
13004,0.029490616621983913,0.08502024291497975,0.03489032660016249,0,111
13357,0.6890080428954424,0.0,0.01725857289526816,1,443
13359,0.1581769436997319,0.004048582995951417,0.016628887542368267,0,333
13829,0.9624664879356568,0.0,0.014749733637351768,1,444
14251,0.002680965147453083,0.016194331983805668,0.02525694062566458,0,121
14528,0.09919571045576407,0.0,0.016392645413214935,0,243
14798,0.13941018766756033,0.008097165991902834,0.01572141330162295,0,334
15061,0.00804289544235925,0.21862348178137653,0.20620572552392874,0,111
15104,0.4450402144772118,0.008097165991902834,0.01864202005344696,2,432
16425,0.8096514745308311,0.0,0.016175855201617184,1,443
16451,0.23324396782841822,0.0,0.01604994632222207,0,344
16603,0.19839142091152814,0.004048582995951417,0.01680934636447361,0,333
16735,0.20911528150134048,0.024291497975708502,0.023105636069775295,0,311
16961,0.3109919571045576,0.0,0.015934362464283088,2,344
17371,0.045576407506702415,0.008097165991902834,0.016602916413313077,0,233
17438,0.6621983914209115,0.004048582995951417,0.016442261898574107,1,433
17495,0.01876675603217158,0.004048582995951417,0.016862521986921758,0,133
17602,0.005361930294906166,0.02834008097165992,0.03290757009077386,0,111
12493,0.44235924932975873,0.008097165991902834,0.016577896736747016,2,433
12743,0.35924932975871315,0.004048582995951417,0.017034734887454623,2,333
13023,0.17158176943699732,0.004048582995951417,0.017540308548994427,0,332
13127,0.2064343163538874,0.0,0.016022459916980484,0,344
13183,0.01876675603217158,0.032388663967611336,0.029055984697824853,0,111
13187,0.903485254691689,0.0,0.015940881675782698,1,444
13200,0.05093833780160858,0.012145748987854251,0.018175279749056167,0,222
13292,0.10187667560321716,0.004048582995951417,0.017149296814942313,0,233
13571,0.032171581769437,0.044534412955465584,0.022482293733469615,0,111
14420,0.22788203753351208,0.004048582995951417,0.016468937807250877,0,333
14748,0.0777479892761394,0.020242914979757085,0.01973178554331373,0,212
14813,0.9892761394101877,0.004048582995951417,0.015656890727267378,1,434
15116,0.045576407506702415,0.012145748987854251,0.01987612440981314,0,222
15240,0.11796246648793565,0.024291497975708502,0.021048948178083008,0,211
15265,0.40482573726541554,0.004048582995951417,0.020416584662621112,2,432
15513,0.08310991957104558,0.08502024291497975,0.06627645368285233,0,211
15829,0.26541554959785524,0.004048582995951417,0.017350863786713952,2,333
16342,0.20107238605898123,0.012145748987854251,0.01624531123332381,0,323
16366,0.04825737265415549,0.0,0.016262543095071424,0,243
16625,0.7345844504021448,0.0,0.01628291122613506,1,443
16716,0.7131367292225201,0.008097165991902834,0.016236113859262203,1,433
16761,0.257372654155496,0.0,0.016224907863279094,2,343
16818,0.02680965147453083,0.048582995951417005,0.026801359449412063,0,111
16900,0.029490616621983913,0.016194331983805668,0.015770571680228093,0,124
16989,0.01876675603217158,0.020242914979757085,0.01910262877513002,0,112
17155,0.045576407506702415,0.004048582995951417,0.0159961363981145,0,234
17217,0.6273458445040214,0.0,0.015509133679603307,1,444
17234,0.4879356568364611,0.0,0.015637368331749633,2,444
17816,0.09651474530831099,0.012145748987854251,0.015238004959181808,0,224
17932,0.0777479892761394,0.008097165991902834,0.019801488247887904,0,232
17966,0.09919571045576407,0.016194331983805668,0.01897992664301309,0,222
17988,0.029490616621983913,0.02834008097165992,0.01578283484564357,0,114
18072,0.4155495978552279,0.004048582995951417,0.015109171244357136,2,434
12820,0.00804289544235925,0.012145748987854251,0.018429881387351636,0,122
13421,0.10723860589812333,0.008097165991902834,0.02162478836789426,0,231
14047,0.021447721179624665,0.024291497975708502,0.01965503504252376,0,112
14512,0.5013404825737265,0.004048582995951417,0.016079229915498684,2,434
14560,0.01876675603217158,0.0931174089068826,0.02277076003258196,0,111
14701,0.02680965147453083,0.044534412955465584,0.023870357198169757,0,111
15046,0.024128686327077747,0.06072874493927125,0.03295422650172239,0,111
15473,0.03753351206434316,0.03643724696356275,0.02027238675204602,0,112
15724,0.5388739946380697,0.008097165991902834,0.01585729481266341,2,434
15823,0.903485254691689,0.004048582995951417,0.012146418671162689,1,434
16016,0.00804289544235925,0.03643724696356275,0.02033620454678001,0,112
16535,0.013404825737265416,0.0,0.01720148574592025,0,143
17018,0.10723860589812333,0.004048582995951417,0.018351509893432035,0,232
17157,0.01876675603217158,0.008097165991902834,0.016189422209332584,0,133
17850,0.8096514745308311,0.13765182186234817,0.03374576449471794,1,411
17976,0.9973190348525469,0.0,0.01635377681708484,1,443
18281,0.48257372654155495,0.0,0.015393972689437272,2,444
12619,0.04289544235924933,0.048582995951417005,0.026437834120601536,0,111
12670,0.02680965147453083,0.020242914979757085,0.02563205957925009,0,111
12888,0.5737265415549598,0.012145748987854251,0.01621486475367159,2,423
13077,0.002680965147453083,0.012145748987854251,0.017679044417502284,0,122
13283,0.1581769436997319,0.004048582995951417,0.015439219541142654,0,334
13704,0.013404825737265416,0.03643724696356275,0.023197609810391377,0,111
13881,0.00804289544235925,0.08502024291497975,0.07497850862641448,0,111
14622,0.4932975871313673,0.0,0.01623886249978636,2,443
14673,0.00804289544235925,0.016194331983805668,0.021228067918907353,0,121
14698,0.002680965147453083,0.016194331983805668,0.01951672204178885,0,122
14897,0.01876675603217158,0.012145748987854251,0.019924155141023758,0,122
14934,0.19302949061662197,0.008097165991902834,0.02176525094647498,0,331
15249,0.08310991957104558,0.05668016194331984,0.03856902955193811,0,211
15395,0.871313672922252,0.0,0.015487814096050536,1,444
15518,0.17158176943699732,0.048582995951417005,0.02184647679786198,0,311
15607,0.900804289544236,0.0,0.015478334810140298,1,444
15677,0.13136729222520108,0.0,0.017425182797809476,0,242
15755,0.002680965147453083,0.02834008097165992,0.02328066808879448,0,111
15774,0.18230563002680966,0.0,0.01606344285197531,0,344
16006,0.5656836461126006,0.0,0.015466494512497767,2,444
16265,0.024128686327077747,0.04048582995951417,0.034219799268192075,0,111
16711,0.00804289544235925,0.016194331983805668,0.02092723273743629,0,121
17114,0.013404825737265416,0.03643724696356275,0.017742298388539014,0,112
17126,0.4075067024128686,0.024291497975708502,0.018604349582673558,2,412
17354,0.13404825737265416,0.0,0.020018172742542417,0,242
17524,0.967828418230563,0.0,0.015620136470002023,1,444
17904,0.05630026809651475,0.004048582995951417,0.01573966709382185,0,234
17913,0.1554959785522788,0.004048582995951417,0.016559607705567036,0,333
18094,0.21715817694369974,0.024291497975708502,0.02574182900531104,0,311
18232,0.21715817694369974,0.016194331983805668,0.017161736175263186,0,323
12455,0.19571045576407506,0.020242914979757085,0.023802134530800892,0,311
13037,0.3699731903485255,0.008097165991902834,0.018213972150280863,2,332
13061,0.19302949061662197,0.0,0.0159852475529611,0,344
13885,0.5067024128686327,0.004048582995951417,0.016895082805438714,2,433
14001,0.12064343163538874,0.012145748987854251,0.022263847289761152,0,221
14015,0.13941018766756033,0.0,0.018341783934654243,0,342
14040,0.10723860589812333,0.05668016194331984,0.02759148788316445,0,211
14154,0.6407506702412868,0.004048582995951417,0.01985099901630384,1,432
14577,0.032171581769437,0.012145748987854251,0.01813870168669621,0,122
15125,0.06702412868632708,0.08906882591093117,0.054284522704739796,0,211
15153,0.08310991957104558,0.0,0.01626941469638182,0,243
15279,0.9490616621983914,0.004048582995951417,0.016086735818468503,1,434
15517,0.6246648793565683,0.0,0.016050157756108543,1,444
15603,0.20911528150134048,0.0,0.015280009824627922,0,344
15681,0.04825737265415549,0.020242914979757085,0.018444047457745374,0,212
15864,0.058981233243967826,0.02834008097165992,0.02134569563774891,0,211
16079,0.04289544235924933,0.008097165991902834,0.019873481486232216,0,132
16193,0.6327077747989276,0.0,0.01621726100438496,1,443
16565,0.9758713136729222,0.0,0.01572127234569863,1,444
16834,0.6085790884718498,0.0,0.016566162156047722,1,443
17311,0.20911528150134048,0.004048582995951417,0.01998924153907659,0,332
17830,0.002680965147453083,0.008097165991902834,0.01651414941997518,0,133
18073,0.30563002680965146,0.048582995951417005,0.02872706404843386,2,311
18219,0.005361930294906166,0.04048582995951417,0.022226634925741773,0,111
18236,0.0777479892761394,0.020242914979757085,0.0182180951110671,0,212
12348,0.20107238605898123,0.012145748987854251,0.02144246187979173,0,321
12365,0.7801608579088471,0.008097165991902834,0.016239250128578228,1,433
12502,0.2546916890080429,0.016194331983805668,0.028231709691406953,2,321
12851,0.257372654155496,0.0,0.015585531790582488,2,344
12868,0.4959785522788204,0.020242914979757085,0.020772286937632112,2,412
13008,0.8659517426273459,0.004048582995951417,0.015738081339673297,1,434
13171,0.021447721179624665,0.016194331983805668,0.01661320619578813,0,123
13268,0.045576407506702415,0.05668016194331984,0.026271611846852092,0,211
13355,0.32707774798927614,0.0,0.017486745297754413,2,342
13606,0.0777479892761394,0.008097165991902834,0.016097765619546216,0,234
13962,0.05630026809651475,0.004048582995951417,0.015706648168550864,0,234
13988,0.05093833780160858,0.032388663967611336,0.029552924809000316,0,211
14078,0.2707774798927614,0.020242914979757085,0.01880704420183972,2,312
14470,0.029490616621983913,0.004048582995951417,0.016734357812737584,0,133
14547,0.00804289544235925,0.032388663967611336,0.029158036787029513,0,111
14681,0.1903485254691689,0.008097165991902834,0.01686742020529173,0,333
14740,0.5120643431635389,0.012145748987854251,0.020124418270495475,2,422
14810,0.10723860589812333,0.04048582995951417,0.022466647625870556,0,211
14868,0.00804289544235925,0.032388663967611336,0.02546816307825186,0,111
15344,0.0,0.016194331983805668,0.0167885906046181,0,123
15604,0.13941018766756033,0.0,0.015871707555924704,0,344
15676,0.024128686327077747,0.016194331983805668,0.026822925705832387,0,121
15725,0.040214477211796246,0.0,0.016572469933660856,0,143
16119,0.021447721179624665,0.004048582995951417,0.01660104874731589,0,133
16185,0.04289544235924933,0.004048582995951417,0.016974758141658237,0,133
16316,0.17158176943699732,0.044534412955465584,0.024819483914550404,0,311
16322,0.002680965147453083,0.004048582995951417,0.01626060495111208,0,133
16464,0.05093833780160858,0.008097165991902834,0.01974196960884555,0,232
16654,0.3780160857908847,0.016194331983805668,0.017205784901611884,2,323
16899,0.01876675603217158,0.020242914979757085,0.01962525810351204,0,112
17125,0.13404825737265416,0.0,0.016023094218639906,0,244
17629,0.013404825737265416,0.032388663967611336,0.021396228336616138,0,111
12723,0.00804289544235925,0.016194331983805668,0.017664244045449123,0,122
12985,0.0,0.008097165991902834,0.019392892262277393,0,132
13784,0.024128686327077747,0.04048582995951417,0.023787792265501758,0,111
13842,0.1554959785522788,0.032388663967611336,0.02703975115641121,0,311
13901,0.19302949061662197,0.016194331983805668,0.025212891899315887,0,321
14000,0.5522788203753352,0.004048582995951417,0.017342300714311764,2,433
14189,0.005361930294906166,0.0931174089068826,0.03133429054152271,0,111
14502,0.05093833780160858,0.05263157894736842,0.023393926173982248,0,211
15775,0.6568364611260054,0.0,0.015478828155875401,1,444
16722,0.045576407506702415,0.06072874493927125,0.03171099524925677,0,211
17419,0.029490616621983913,0.05263157894736842,0.029912961478684028,0,111
17431,0.839142091152815,0.0,0.016530359351271503,1,443
17620,0.1581769436997319,0.0,0.015396157506264167,0,344
17719,0.09919571045576407,0.06882591093117409,0.034024751507920045,0,211
18125,0.0777479892761394,0.016194331983805668,0.019131137110822895,0,222
12613,0.08310991957104558,0.020242914979757085,0.026452528775711463,0,211
12646,0.010723860589812333,0.004048582995951417,0.0198557562787495,0,132
13347,0.1876675603217158,0.0,0.016312089102468435,0,343
14227,0.06970509383378017,0.05668016194331984,0.026793395439688217,0,211
15083,0.6863270777479893,0.0,0.015419979057473544,1,444
15304,0.16085790884718498,0.03643724696356275,0.01750647912715863,0,312
15497,0.045576407506702415,0.008097165991902834,0.019548225690873437,0,232
15572,0.010723860589812333,0.024291497975708502,0.02410518976807993,0,111
15776,0.35656836461126007,0.0,0.015960615505186914,2,344
15889,0.41823056300268097,0.004048582995951417,0.016683895591832518,2,433
15994,0.1447721179624665,0.0,0.016614122409296182,0,343
16480,0.20107238605898123,0.0,0.017820070819780272,0,342
16790,0.00804289544235925,0.02834008097165992,0.020465919236131655,0,112
17124,0.4959785522788204,0.0,0.016162429149826105,2,443
17859,0.8150134048257373,0.0,0.01563144818292837,1,444
17950,0.19302949061662197,0.012145748987854251,0.016772874019056888,0,323
18102,0.0,0.24696356275303644,0.9187722809470052,0,111
12473,0.0777479892761394,0.032388663967611336,0.025146043552209105,0,211
12812,0.11796246648793565,0.0,0.015918399205854323,0,244
12915,0.3967828418230563,0.004048582995951417,0.016390636791293434,2,433
13475,0.5120643431635389,0.012145748987854251,0.02015461807728014,2,422
13837,0.5656836461126006,0.004048582995951417,0.016064993367142785,2,434
13976,0.5522788203753352,0.0,0.016370656289021665,2,443
14179,0.10723860589812333,0.004048582995951417,0.017645602624458353,0,232
15065,0.09919571045576407,0.020242914979757085,0.026160045232756113,0,211
15220,0.13672922252010725,0.024291497975708502,0.021307426104297162,0,311
15937,0.17158176943699732,0.0,0.015621369834339788,0,344
